Periodo,Gorongosa,Machang,Beira,Dondo,Marin,Chibaba,Muanza,Buzi,Inham,Marro,Chemba,Caia,Nhamat
23-02-2020,150.5,55,53.5,51,50.2,30.2,14,9.8,4,0,0,0,0
